,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer
10067,The Lord of the Rings: Aragorn's Quest,DS,2010.0,Action,Warner Bros. Interactive Entertainment,0.09,0.02,0.21618316831682832,0.01,0.11,70.84898545519842,30.43616448195367,7.212795600366628,188.21136571952337,Headstrong Games
10068,Cold Winter,PS2,2005.0,Shooter,Vivendi Games,0.06,0.04,0.21618316831682832,0.01,0.11,73.0,41.0,8.2,23.0,Swordfish Studios
10069,Ring of Red,PS2,2000.0,Strategy,Konami Digital Entertainment,0.06,0.04,0.21618316831682832,0.01,0.11,82.0,15.0,8.7,11.0,Konami
10078,Naruto Ultimate Collection,PS2,2008.0,Misc,Namco Bandai Games,0.06,0.04,0.21618316831682832,0.01,0.11,70.84898545519842,30.43616448195367,7.212795600366628,188.21136571952337,Namco Bandai Games America
10083,Split/Second,PSP,2010.0,Racing,Disney Interactive Studios,0.08,0.02,0.21618316831682832,0.02,0.11,63.0,16.0,6.7,15.0,Black Rock Studio
10084,Warhammer: Battle March,X360,2008.0,Strategy,Deep Silver,0.09,0.02,0.21618316831682832,0.01,0.11,55.0,30.0,6.7,20.0,Black Hole Games
10086,The King of Fighters XII,X360,2009.0,Fighting,Ignition Entertainment,0.09,0.2819141381536318,0.01,0.01,0.11,63.0,57.0,4.2,33.0,SNK Playmore
10087,Super Swing Golf Season 2,Wii,2007.0,Sports,Rising Star Games,0.08,0.2819141381536318,0.03,0.01,0.11,70.0,17.0,7.212795600366628,188.21136571952337,"Tecmo, Ntreev Soft"
10088,Garfield's Fun Fest,DS,2008.0,Platform,Zoo Digital Publishing,0.07,0.03,0.21618316831682832,0.01,0.11,44.0,5.0,7.212795600366628,188.21136571952337,Black Lantern Studios
10093,Coraline,PS2,2009.0,Action,D3Publisher,0.06,0.04,0.21618316831682832,0.01,0.11,39.0,5.0,2.0,6.0,Papaya Studios
10095,Cold Fear,PS2,2005.0,Action,Ubisoft,0.06,0.04,0.21618316831682832,0.01,0.11,68.0,39.0,7.7,27.0,Darkworks
10097,Zubo,DS,2008.0,Misc,Electronic Arts,0.08,0.02,0.21618316831682832,0.01,0.11,75.0,19.0,7.6,75.0,EA Bright Light
10101,Murakumo: Renegade Mech Pursuit,XB,2002.0,Shooter,From Software,0.04,0.01,0.06,0.09687302089929206,0.11,48.0,18.0,7.5,4.0,From Software
10109,MotoGP 14 ,PS3,2014.0,Racing,Milestone S.r.l.,0.05,0.05,0.21618316831682832,0.02,0.11,70.84898545519842,30.43616448195367,7.212795600366628,188.21136571952337,Milestone S.r.l
10111,ECW Anarchy Rulz,PS,1999.0,Fighting,Acclaim Entertainment,0.06,0.04,0.21618316831682832,0.01,0.11,43.0,7.0,6.3,4.0,Acclaim
10125,WWE All Stars,PS2,2011.0,Fighting,THQ,0.05,0.04,0.21618316831682832,0.01,0.11,70.84898545519842,30.43616448195367,3.4,5.0,THQ
10127,Dementium II,DS,2010.0,Shooter,SouthPeak Games,0.09,0.01,0.21618316831682832,0.01,0.11,75.0,25.0,8.3,31.0,Renegade Kid
10131,BlazBlue: Calamity Trigger Portable,PSP,2010.0,Fighting,PQube,0.07,0.01,0.03,0.01,0.11,82.0,14.0,7.8,18.0,Arc System Works
10132,AirForce Delta Strike,PS2,2004.0,Simulation,Konami Digital Entertainment,0.05,0.04,0.21618316831682832,0.01,0.11,66.0,22.0,7.0,6.0,KCE Studios
10141,de Blob 2,DS,2011.0,Platform,THQ,0.08,0.02,0.21618316831682832,0.01,0.11,75.0,11.0,8.2,6.0,Halfbrick Studios
10142,Call of Juarez: The Cartel,PC,2011.0,Shooter,Ubisoft,0.05,0.05,0.21618316831682832,0.01,0.11,51.0,12.0,3.3,126.0,Ubisoft
10148,Escape The Museum,Wii,2009.0,Adventure,Majesco Entertainment,0.1,0.01,0.21618316831682832,0.01,0.11,70.84898545519842,30.43616448195367,7.212795600366628,188.21136571952337,Void Productions
10149,LEGO Ninjago: Shadow of Ronin,PSV,2015.0,Action,Warner Bros. Interactive Entertainment,0.01,0.08,0.21618316831682832,0.02,0.11,70.0,5.0,7.212795600366628,188.21136571952337,TT Fusion
10152,JASF: Jane's Advanced Strike Fighters,PS3,2011.0,Simulation,Deep Silver,0.07,0.03,0.21618316831682832,0.01,0.11,41.0,7.0,3.1,7.0,Trickstar Games
10154,Army Men: RTS,PS2,2002.0,Strategy,3DO,0.05,0.04,0.21618316831682832,0.01,0.11,68.0,14.0,7.212795600366628,188.21136571952337,Pandemic Studios
10160,NCIS 3D,3DS,2011.0,Adventure,Ubisoft,0.06,0.04,0.21618316831682832,0.01,0.11,70.84898545519842,30.43616448195367,7.212795600366628,188.21136571952337,Ubisoft
10162,Ridge Racer Unbounded,X360,2012.0,Racing,Namco Bandai Games,0.05,0.05,0.21618316831682832,0.01,0.11,71.0,59.0,7.7,56.0,Bugbear
10163,Family Game Night 4: The Game Show,PS3,2011.0,Misc,Electronic Arts,0.08,0.02,0.21618316831682832,0.01,0.11,70.84898545519842,30.43616448195367,7.212795600366628,188.21136571952337,Electronic Arts
10166,Monster Lab,PS2,2008.0,Role-Playing,Eidos Interactive,0.05,0.04,0.21618316831682832,0.01,0.11,70.84898545519842,30.43616448195367,7.212795600366628,188.21136571952337,Backbone Entertainment
10168,John Daly's ProStroke Golf,PS3,2010.0,Sports,O-Games,0.09,0.01,0.21618316831682832,0.01,0.11,58.0,23.0,4.1,8.0,Gusto Games
10171,Get Up and Dance,Wii,2011.0,Misc,O-Games,0.06,0.04,0.21618316831682832,0.01,0.11,70.84898545519842,30.43616448195367,7.212795600366628,188.21136571952337,Crave
10172,Truth or Lies,X360,2010.0,Misc,THQ,0.07,0.03,0.21618316831682832,0.01,0.11,28.0,6.0,5.2,6.0,THQ
10173,Worms Forts: Under Siege,PS2,2004.0,Strategy,Acclaim Entertainment,0.05,0.04,0.21618316831682832,0.01,0.11,63.0,21.0,8.0,15.0,Team 17
10175,Puzzler World 2,DS,2010.0,Puzzle,Ubisoft,0.02,0.07,0.21618316831682832,0.02,0.11,70.84898545519842,30.43616448195367,7.212795600366628,188.21136571952337,Ubisoft
10177,Astro Boy: The Video Game,PS2,2009.0,Action,D3Publisher,0.05,0.04,0.21618316831682832,0.01,0.11,56.0,4.0,5.0,4.0,High Voltage Software
10178,Gabrielle's Ghostly Groove 3D,3DS,2011.0,Adventure,Funbox Media,0.08,0.02,0.21618316831682832,0.01,0.11,62.0,9.0,7.4,9.0,Santa Entertainment
10179,Surf's Up,PSP,2007.0,Sports,Ubisoft,0.02,0.06,0.21618316831682832,0.03,0.11,70.84898545519842,30.43616448195367,7.212795600366628,188.21136571952337,Ubisoft Montreal
10181,Cake Mania,DS,2007.0,Puzzle,Majesco Entertainment,0.09,0.01,0.21618316831682832,0.01,0.11,55.0,23.0,6.1,7.0,Digital Embryo
10186,Nickelodeon Dance,X360,2011.0,Misc,Take-Two Interactive,0.08,0.02,0.21618316831682832,0.01,0.11,70.84898545519842,30.43616448195367,7.212795600366628,188.21136571952337,High Voltage Software
10188,Odama,GC,2006.0,Misc,Nintendo,0.07,0.02,0.02,0.09687302089929206,0.11,62.0,42.0,8.0,17.0,Vivarium
10191,Mobile Light Force 2,PS2,2002.0,Shooter,Taito,0.05,0.04,0.21618316831682832,0.01,0.11,59.0,9.0,7.212795600366628,188.21136571952337,Alfa System
10192,Naval Ops: Warship Gunner,PS2,2003.0,Simulation,Tecmo Koei,0.05,0.04,0.21618316831682832,0.01,0.11,67.0,17.0,8.9,23.0,Micro Cabin
10198,The King of Fighters 2000/2001,PS2,2003.0,Fighting,Ignition Entertainment,0.05,0.04,0.21618316831682832,0.01,0.11,71.0,31.0,8.6,17.0,SNK Playmore
10199,Valkyrie Drive: Bhikkhuni,PSV,2015.0,Action,PQube,0.45212126009183,0.03,0.07,0.01,0.11,72.0,7.0,8.5,11.0,Marvelous Inc.
10210,DualPenSports,3DS,2011.0,Sports,Namco Bandai Games,0.05,0.05,0.21618316831682832,0.01,0.11,58.0,11.0,7.212795600366628,188.21136571952337,Indies Zero
10213,The Spiderwick Chronicles,X360,2008.0,Action,Vivendi Games,0.09,0.01,0.21618316831682832,0.01,0.11,59.0,40.0,7.212795600366628,188.21136571952337,Stormfront Studios
10214,Bodycount,PS3,2011.0,Shooter,Codemasters,0.05,0.05,0.21618316831682832,0.02,0.11,50.0,40.0,3.5,28.0,Guildford Studio
10216,Ninja Assault,PS2,2002.0,Shooter,Namco Bandai Games,0.05,0.04,0.21618316831682832,0.01,0.11,60.0,17.0,5.3,4.0,Namco
10218,Winter Stars,Wii,2011.0,Sports,Deep Silver,0.05,0.05,0.21618316831682832,0.01,0.11,70.84898545519842,30.43616448195367,7.212795600366628,188.21136571952337,49Games
10220,Planet 51,PS3,2009.0,Action,Sega,0.07,0.03,0.21618316831682832,0.01,0.11,50.0,11.0,7.212795600366628,188.21136571952337,Pyro Studios
10221,GunGriffon Blaze,PS2,2000.0,Simulation,Swing! Entertainment,0.05,0.04,0.21618316831682832,0.01,0.11,73.0,16.0,7.212795600366628,188.21136571952337,Game Arts
10227,Breakout,PS,1999.0,Puzzle,Hasbro Interactive,0.06,0.04,0.21618316831682832,0.01,0.11,70.84898545519842,30.43616448195367,7.212795600366628,188.21136571952337,Supersonic Software
10229,Alias,PS2,2004.0,Action,Acclaim Entertainment,0.05,0.04,0.21618316831682832,0.01,0.11,64.0,31.0,8.0,10.0,Acclaim Studios Cheltenham
10232,Calling,Wii,2009.0,Adventure,Konami Digital Entertainment,0.06,0.04,0.21618316831682832,0.01,0.11,49.0,28.0,6.7,16.0,Hudson Entertainment
10234,Night at the Museum: Battle of the Smithsonian,X360,2009.0,Action,Majesco Entertainment,0.07,0.03,0.21618316831682832,0.01,0.11,50.0,15.0,7.1,8.0,"Majesco Games, Majesco"
10235,Pinball Hall of Fame: The Williams Collection,PSP,2008.0,Misc,System 3 Arcade Software,0.09,0.01,0.21618316831682832,0.01,0.11,78.0,4.0,7.212795600366628,188.21136571952337,Farsight Studios
10236,Spyborgs,Wii,2009.0,Action,Capcom,0.09,0.01,0.21618316831682832,0.01,0.11,66.0,30.0,6.3,6.0,Bionic Games
10241,Bodycount,X360,2011.0,Shooter,Codemasters,0.07,0.03,0.21618316831682832,0.01,0.11,53.0,61.0,4.7,73.0,Guildford Studio
10250,Michael Phelps: Push the Limit,X360,2011.0,Sports,505 Games,0.09,0.01,0.21618316831682832,0.01,0.11,48.0,10.0,3.5,6.0,Blitz Games
10252,Lost in Blue,DS,2005.0,Adventure,Konami Digital Entertainment,0.07,0.02,0.02,0.01,0.11,69.0,33.0,7.8,21.0,Konami Computer Entertainment Hawaii
10254,Smash Court Tennis 3,X360,2007.0,Sports,Atari,0.08,0.02,0.21618316831682832,0.01,0.11,55.0,32.0,7.212795600366628,188.21136571952337,Bandai Namco Games
10255,Batman: Return to Arkham,XOne,2016.0,Action,Warner Bros. Interactive Entertainment,0.05,0.05,0.21618316831682832,0.01,0.11,77.0,6.0,8.2,43.0,"Rocksteady Studios, Virtuos"
10262,Constantine,PS2,2005.0,Action,SCi,0.05,0.04,0.21618316831682832,0.01,0.11,58.0,29.0,7.4,24.0,Bits Studios
10264,Dynasty Tactics 2,PS2,2003.0,Strategy,Tecmo Koei,0.05,0.04,0.21618316831682832,0.01,0.11,78.0,18.0,9.1,13.0,Koei
10265,Real World Golf,PS2,2005.0,Sports,Valcon Games,0.05,0.04,0.21618316831682832,0.01,0.11,73.0,11.0,6.3,4.0,"Aqua Pacific, In2Games"
10270,Blazblue: Continuum Shift Extend,PSV,2011.0,Fighting,PQube,0.03,0.05,0.02,0.02,0.11,83.0,28.0,7.5,97.0,Arc System Works
10276,Touch Detective 2 1/2,DS,2007.0,Adventure,505 Games,0.09,0.2819141381536318,0.01,0.01,0.11,67.0,13.0,7.212795600366628,188.21136571952337,BeeWorks
10282,Rock Band: Metal Track Pack,PS2,2009.0,Misc,MTV Games,0.05,0.04,0.21618316831682832,0.01,0.11,70.84898545519842,30.43616448195367,7.212795600366628,188.21136571952337,Harmonix Music Systems
10283,Robotech: Invasion,PS2,2004.0,Shooter,Global Star,0.05,0.04,0.21618316831682832,0.01,0.11,57.0,33.0,7.212795600366628,188.21136571952337,Vicious Cycle
10284,Vacation Sports,Wii,2009.0,Sports,Ubisoft,0.09,0.01,0.21618316831682832,0.01,0.11,70.84898545519842,30.43616448195367,7.212795600366628,188.21136571952337,Mere Mortals
10290,RIGS: Mechanized Combat League,PS4,2016.0,Action,Sony Computer Entertainment,0.03,0.05,0.01,0.02,0.11,79.0,42.0,7.9,76.0,Guerilla Cambridge
10298,NBA Live 16,XOne,2015.0,Sports,Electronic Arts,0.09,0.01,0.21618316831682832,0.01,0.11,60.0,17.0,5.6,62.0,EA Sports
10301,Sonic Generations,PC,2011.0,Platform,Sega,0.02,0.07,0.21618316831682832,0.02,0.11,77.0,11.0,8.3,337.0,Sega
10304,Hitman Trilogy,PS2,2007.0,Action,Eidos Interactive,0.05,0.04,0.21618316831682832,0.01,0.11,70.84898545519842,30.43616448195367,7.212795600366628,188.21136571952337,Eidos Interactive
10312,Grand Theft Auto: San Andreas,X360,2008.0,Action,Take-Two Interactive,0.08,0.02,0.21618316831682832,0.01,0.11,70.84898545519842,30.43616448195367,7.5,46.0,War Drum Studios
10314,Planet 51,X360,2009.0,Action,Sega,0.07,0.03,0.21618316831682832,0.01,0.11,53.0,13.0,7.212795600366628,188.21136571952337,Pyro Studios
10316,[Prototype 2],PC,2012.0,Action,Activision,0.07,0.03,0.21618316831682832,0.01,0.11,76.0,12.0,6.4,389.0,Radical Entertainment
10317,Zombie Army Trilogy,XOne,2015.0,Shooter,Rebellion Developments,0.05,0.05,0.21618316831682832,0.01,0.11,62.0,10.0,7.2,40.0,Rebellion
10322,Cabela's Adventure Camp,PS3,2011.0,Misc,Activision,0.06,0.03,0.21618316831682832,0.02,0.11,70.84898545519842,30.43616448195367,7.212795600366628,188.21136571952337,Activision
10325,Bust-A-Move DS,DS,2005.0,Puzzle,505 Games,0.08,0.02,0.21618316831682832,0.01,0.11,75.0,14.0,7.0,6.0,Happy Happening
10331,Aqua Aqua,PS2,2000.0,Puzzle,3DO,0.05,0.04,0.21618316831682832,0.01,0.11,79.0,14.0,7.212795600366628,188.21136571952337,Zed Two Limited
10332,BlazBlue: Continuum Shift II,3DS,2011.0,Fighting,PQube,0.05,0.01,0.04,0.01,0.11,64.0,14.0,6.1,19.0,Arc System Works
10336,Where the Wild Things Are,PS3,2009.0,Platform,Warner Bros. Interactive Entertainment,0.09,0.01,0.21618316831682832,0.01,0.11,53.0,8.0,4.8,4.0,Griptonite Games
10343,Dawn of Discovery,DS,2009.0,Simulation,Ubisoft,0.07,0.03,0.21618316831682832,0.01,0.11,82.0,11.0,7.3,7.0,Keen Games
10344,Pro Evolution Soccer 2016,XOne,2015.0,Sports,Konami Digital Entertainment,0.04,0.06,0.21618316831682832,0.01,0.11,85.0,14.0,6.2,144.0,Konami
10353,Tetris Evolution,X360,2007.0,Puzzle,THQ,0.08,0.02,0.21618316831682832,0.01,0.11,52.0,21.0,7.212795600366628,188.21136571952337,Mass Media
10354,Green Lantern: Rise of the Manhunters,DS,2011.0,Action,Warner Bros. Interactive Entertainment,0.07,0.02,0.21618316831682832,0.01,0.11,70.84898545519842,30.43616448195367,7.212795600366628,188.21136571952337,Griptonite Games
10360,Rogue Warrior,X360,2009.0,Shooter,Bethesda Softworks,0.09,0.01,0.21618316831682832,0.01,0.11,28.0,33.0,2.8,64.0,Rebellion
10361,Sniper Elite,Wii,2010.0,Shooter,Reef Entertainment,0.07,0.02,0.21618316831682832,0.01,0.11,71.0,4.0,7.212795600366628,188.21136571952337,Rebellion
10368,Woody Woodpecker Racing,PS,1999.0,Racing,Konami Digital Entertainment,0.06,0.04,0.21618316831682832,0.01,0.11,46.0,4.0,7.212795600366628,188.21136571952337,VU Games
10369,Martian Gothic: Unification,PS,2001.0,Adventure,Take-Two Interactive,0.06,0.04,0.21618316831682832,0.01,0.11,64.0,4.0,6.1,16.0,Coyote Developments
10372,WWE 2K17,X360,2016.0,Sports,Take-Two Interactive,0.05,0.04,0.21618316831682832,0.01,0.11,70.84898545519842,30.43616448195367,7.212795600366628,188.21136571952337,Yuke's
10379,Total Immersion Racing,PS2,2002.0,Racing,Empire Interactive,0.05,0.04,0.21618316831682832,0.01,0.11,59.0,7.0,7.212795600366628,188.21136571952337,Razorworks Studios
10380,The Hardy Boys: The Hidden Theft,Wii,2009.0,Adventure,The Adventure Company,0.07,0.03,0.21618316831682832,0.01,0.11,50.0,5.0,7.212795600366628,188.21136571952337,XPEC Entertainment Inc.
10382,Rango: The Video Game,DS,2011.0,Action,Electronic Arts,0.07,0.03,0.21618316831682832,0.01,0.11,55.0,4.0,7.212795600366628,188.21136571952337,Behavior Studios
10385,FlatOut: Ultimate Carnage,X360,2007.0,Racing,Empire Interactive,0.07,0.02,0.21618316831682832,0.01,0.11,80.0,44.0,8.8,66.0,Bugbear
10387,Digimon Digital Card Battle,PS,1999.0,Strategy,Namco Bandai Games,0.06,0.04,0.21618316831682832,0.01,0.11,51.0,5.0,9.0,44.0,Bandai
10389,Dragon Ball Z: Battle of Z,PSV,2014.0,Fighting,Namco Bandai Games,0.45212126009183,0.04,0.06,0.01,0.11,66.0,7.0,7.5,54.0,Artdink
10391,Aquapazza: Aquaplus Dream Match,PS3,2012.0,Fighting,Aqua Plus,0.05,0.2819141381536318,0.05,0.01,0.11,75.0,13.0,7.8,20.0,Examu
10400,Pac-Man and the Ghostly Adventures 2,X360,2014.0,Adventure,Namco Bandai Games,0.05,0.04,0.21618316831682832,0.01,0.11,60.0,7.0,6.5,10.0,Vicious Cycle
10404,Skylanders Imaginators,PS3,2016.0,Platform,Activision,0.02,0.07,0.21618316831682832,0.02,0.11,70.84898545519842,30.43616448195367,7.212795600366628,188.21136571952337,Toys for Bob
10414,"Sakura Wars: So Long, My Love",Wii,2010.0,Role-Playing,Ackkstudios,0.05,0.04,0.21618316831682832,0.01,0.1,75.0,30.0,7.3,31.0,Idea Factory
10416,Mind Zero,PSV,2013.0,Role-Playing,GungHo,0.05,0.2819141381536318,0.04,0.02,0.1,59.0,13.0,6.0,72.0,Zerodiv
10417,Rocky Balboa,PSP,2007.0,Sports,Ubisoft,0.01,0.09,0.21618316831682832,0.01,0.1,58.0,17.0,6.6,11.0,Ubisoft
10422,Gravity Games Bike: Street Vert Dirt,PS2,2002.0,Sports,Midway Games,0.05,0.04,0.21618316831682832,0.01,0.1,24.0,12.0,4.1,27.0,Midway
10423,Top Spin,PS2,2005.0,Sports,Take-Two Interactive,0.05,0.04,0.21618316831682832,0.01,0.1,67.0,28.0,7.8,12.0,Pam Development
10433,Science Papa,DS,2009.0,Misc,Activision,0.09,0.01,0.21618316831682832,0.01,0.1,70.84898545519842,30.43616448195367,7.212795600366628,188.21136571952337,Activision
10440,F1 Career Challenge,PS2,2003.0,Racing,Electronic Arts,0.05,0.04,0.21618316831682832,0.01,0.1,70.0,15.0,7.7,15.0,Electronic Arts
10446,Motocross Mania 3,PS2,2004.0,Racing,Take-Two Interactive,0.05,0.04,0.21618316831682832,0.01,0.1,70.84898545519842,30.43616448195367,7.212795600366628,188.21136571952337,Deibus Studios
10447,Sacred 3,PS3,2014.0,Role-Playing,Deep Silver,0.03,0.04,0.03,0.01,0.1,56.0,13.0,3.4,46.0,"Deep Silver, Keen Games"
10448,Yoostar2,PS3,2011.0,Misc,Unknown,0.04,0.04,0.21618316831682832,0.02,0.1,54.0,15.0,7.212795600366628,188.21136571952337,Blitz Games Studios
10452,Gallop Racer 2006,PS2,2005.0,Sports,Tecmo Koei,0.02,0.02,0.06,0.01,0.1,69.0,15.0,8.3,8.0,Tecmo
10453,Wasteland 2,PC,2015.0,Role-Playing,inXile Entertainment,0.03,0.06,0.21618316831682832,0.01,0.1,81.0,65.0,7.3,1170.0,InXile Entertainment
10454,The First Templar,X360,2011.0,Action,Kalypso Media,0.06,0.04,0.21618316831682832,0.01,0.1,52.0,21.0,6.3,26.0,Haemimont
10455,Patapon 2,PSP,2008.0,Misc,Sony Computer Entertainment,0.45212126009183,0.03,0.06,0.01,0.1,81.0,49.0,8.3,62.0,SCE Japan Studio
10457,Frogger: Ancient Shadow,PS2,2005.0,Platform,Konami Digital Entertainment,0.05,0.04,0.21618316831682832,0.01,0.1,54.0,17.0,4.0,5.0,Hudson Soft
10465,Escape From Monkey Island,PS2,2001.0,Adventure,LucasArts,0.05,0.04,0.21618316831682832,0.01,0.1,84.0,21.0,8.2,11.0,LucasArts
10467,The Lord of the Rings: Conquest,DS,2009.0,Action,Electronic Arts,0.09,0.01,0.21618316831682832,0.01,0.1,61.0,9.0,7.8,6.0,Artificial Mind and Movement
10480,Dropship: United Peace Force,PS2,2002.0,Simulation,Sony Computer Entertainment,0.05,0.04,0.21618316831682832,0.01,0.1,78.0,17.0,8.6,10.0,SCEE
10484,Cloudy With a Chance of Meatballs,PS3,2009.0,Platform,Ubisoft,0.09,0.01,0.21618316831682832,0.01,0.1,66.0,9.0,6.0,5.0,Ubisoft Shanghai
10485,G1 Jockey 3,PS2,2002.0,Sports,THQ,0.02,0.01,0.07,0.09687302089929206,0.1,71.0,12.0,9.0,10.0,Koei/Inis
10488,Exit DS,DS,2008.0,Puzzle,Square Enix,0.09,0.2819141381536318,0.01,0.01,0.1,64.0,25.0,6.7,6.0,Moss
10492,Blades of Time,X360,2012.0,Action,Konami Digital Entertainment,0.07,0.02,0.21618316831682832,0.01,0.1,52.0,23.0,6.5,30.0,Gaijin Entertainment
10493,Yggdra Union: We'll Never Fight Alone,PSP,2008.0,Role-Playing,Sting,0.05,0.2819141381536318,0.04,0.01,0.1,73.0,17.0,7.9,18.0,Sting
10498,Bujingai: The Forsaken City,PS2,2003.0,Fighting,505 Games,0.05,0.04,0.21618316831682832,0.01,0.1,72.0,28.0,7.5,14.0,Taito Corporation
10500,Universe at War: Earth Assault,X360,2008.0,Action,Sega,0.09,0.01,0.21618316831682832,0.01,0.1,66.0,44.0,8.3,57.0,Petroglyph
10501,Barbie in The 12 Dancing Princesses,DS,2007.0,Adventure,Activision,0.09,0.01,0.21618316831682832,0.01,0.1,70.84898545519842,30.43616448195367,7.212795600366628,188.21136571952337,WayForward
10502,Gem Quest: 4 Elements,DS,2011.0,Puzzle,Mastertronic,0.05,0.05,0.21618316831682832,0.01,0.1,70.84898545519842,30.43616448195367,7.212795600366628,188.21136571952337,"Joindots, Mastertronic"
10504,Death By Degrees,PS2,2005.0,Action,Sony Computer Entertainment,0.05,0.04,0.21618316831682832,0.01,0.1,51.0,45.0,6.2,24.0,Namco
10511,Doom 3,PC,2004.0,Shooter,Activision,0.05,0.04,0.21618316831682832,0.01,0.1,87.0,83.0,7.6,896.0,id Software
10516,Ride,XOne,2015.0,Racing,Milestone S.r.l.,0.04,0.05,0.21618316831682832,0.01,0.1,54.0,9.0,5.3,17.0,Milestone S.r.l
10519,How to Train Your Dragon 2,PS3,2014.0,Adventure,Little Orbit,0.03,0.06,0.21618316831682832,0.02,0.1,70.84898545519842,30.43616448195367,7.212795600366628,188.21136571952337,Torus Games
10520,JU-ON: The Grudge,Wii,2009.0,Action,Rising Star Games,0.07,0.01,0.01,0.01,0.1,39.0,32.0,5.6,34.0,FeelPlus
10527,Dora's Big Birthday Adventure,Wii,2010.0,Misc,Take-Two Interactive,0.09,0.01,0.21618316831682832,0.01,0.1,70.84898545519842,30.43616448195367,7.212795600366628,188.21136571952337,High Voltage Software
10528,The Sims 4: City Living,PC,2016.0,Simulation,Electronic Arts,0.02,0.08,0.21618316831682832,0.01,0.1,77.0,10.0,5.7,30.0,Maxis
10534,Blitz: The League II,X360,2008.0,Sports,Midway Games,0.08,0.01,0.21618316831682832,0.01,0.1,68.0,34.0,7.2,13.0,Midway
10547,Alvin and the Chipmunks: Chipwrecked,DS,2011.0,Misc,505 Games,0.06,0.03,0.21618316831682832,0.01,0.1,70.84898545519842,30.43616448195367,7.212795600366628,188.21136571952337,Behaviour Interactive
10552,Freaky Flyers,PS2,2003.0,Racing,Midway Games,0.05,0.04,0.21618316831682832,0.01,0.1,66.0,20.0,7.212795600366628,188.21136571952337,Midway Studios - San Diego
10553,Baten Kaitos Origins,GC,2006.0,Role-Playing,Unknown,0.06,0.02,0.02,0.09687302089929206,0.1,75.0,21.0,8.9,23.0,"Monolith Soft, Namco Bandai Games"
10554,E·O·E: Eve of Extinction,PS2,2002.0,Fighting,Eidos Interactive,0.04,0.03,0.02,0.01,0.1,57.0,28.0,7.2,6.0,Yuke's
10563,Cabela's Adventure Camp,X360,2011.0,Misc,Activision,0.07,0.02,0.21618316831682832,0.01,0.1,70.84898545519842,30.43616448195367,7.212795600366628,188.21136571952337,Activision
10565,RLH: Run Like Hell,PS2,2002.0,Shooter,Virgin Interactive,0.05,0.04,0.21618316831682832,0.01,0.1,58.0,27.0,8.2,9.0,Digital Mayhem
10569,The Ant Bully,PS2,2006.0,Platform,Midway Games,0.05,0.04,0.21618316831682832,0.01,0.1,52.0,19.0,4.2,6.0,Artificial Mind and Movement
10572,Monster Rancher EVO,PS2,2005.0,Role-Playing,Tecmo Koei,0.02,0.02,0.05,0.01,0.1,58.0,16.0,6.8,8.0,Tecmo
10575,SimAnimals Africa,DS,2009.0,Simulation,Electronic Arts,0.08,0.02,0.21618316831682832,0.01,0.1,70.84898545519842,30.43616448195367,7.212795600366628,188.21136571952337,Electronic Arts
10576,Karaoke Revolution,PS3,2009.0,Misc,Konami Digital Entertainment,0.07,0.02,0.21618316831682832,0.01,0.1,66.0,8.0,7.212795600366628,188.21136571952337,Blitz Games Studios
10578,Guitar Hero: Van Halen,PS2,2009.0,Misc,Activision,0.05,0.04,0.21618316831682832,0.01,0.1,70.84898545519842,30.43616448195367,7.212795600366628,188.21136571952337,Neversoft Entertainment
10583,Alvin and the Chipmunks: Chipwrecked,X360,2011.0,Misc,505 Games,0.09,0.01,0.21618316831682832,0.01,0.1,70.84898545519842,30.43616448195367,5.1,8.0,Behaviour Interactive
10584,Water Sports,Wii,2009.0,Action,Avanquest,0.05,0.04,0.21618316831682832,0.01,0.1,70.84898545519842,30.43616448195367,7.212795600366628,188.21136571952337,Activision
10585,Agatha Christie: The ABC Murders,DS,2009.0,Adventure,JoWood Productions,0.08,0.01,0.21618316831682832,0.01,0.1,53.0,11.0,6.5,4.0,Dreamcatcher
10588,Help Wanted: 50 Wacky Jobs,Wii,2008.0,Simulation,Hudson Soft,0.06,0.03,0.21618316831682832,0.01,0.1,65.0,12.0,7.0,5.0,Hudson Soft
10594,You Don't Know Jack: Mock 2,PS,2000.0,Misc,Vivendi Games,0.06,0.04,0.21618316831682832,0.01,0.1,82.0,6.0,7.212795600366628,188.21136571952337,Jellyvision
10596,Jade Cocoon 2,PS2,2001.0,Role-Playing,Ubisoft,0.05,0.04,0.21618316831682832,0.01,0.1,76.0,16.0,7.8,22.0,Genki
10601,Mana Khemia: Student Alliance,PSP,2008.0,Role-Playing,Nippon Ichi Software,0.06,0.2819141381536318,0.03,0.01,0.1,41.0,19.0,5.3,37.0,Gust
10605,Bee Movie Game,PS2,2007.0,Action,Activision,0.05,0.04,0.21618316831682832,0.01,0.1,65.0,11.0,7.5,4.0,Beenox
10606,Resident Evil: Revelations 2,PSV,2015.0,Action,Capcom,0.45212126009183,0.03,0.07,0.01,0.1,65.0,12.0,7.8,63.0,Frima Studio
10611,Truth or Lies,Wii,2010.0,Misc,THQ,0.04,0.05,0.21618316831682832,0.01,0.1,70.84898545519842,30.43616448195367,7.212795600366628,188.21136571952337,THQ
